tweet_id;TweetB;Pertinent;proba_pertinence
908304720233672706;AMC'S results on Kubuk  confirm potential to upgrade the current  Resource Estimate;VRAI;0,999999579
907718811641630720;"RT INN_Gold ""OK2 Minerals discovers Large Zones of High Grade Copper-Gold Mineralization at Kinskuch Lake, at the ?";VRAI;0,999999317
907717801594507264;"RT INN_Silver ""Fireweed Zinc Drills Wide High Grade Mineralization at Macmillan Pass Project includin... ?";VRAI;0,99999931
908364112631140352;[URU IMMED ADJ TO PLATREEF [IVANHOE/IVANPLAT] ultra thick 19m UNDERGROUND ore body. 0.3% nickel & 0.15% copper];VRAI;0,999999234
908741164274257920;FSCWire - Jourdan Discovers Lithium Mineralization on Property Adjacent to North American Lithiums Producing Mine;VRAI;0,999998982
908556003813212160;Jourdan Discovers Lithium Mineralization on Property Adjacent to North American Lithiums Producing Mine;VRAI;0,999998982
908716851580030981;IRW Press - Jourdan Discovers Lithium Mineralization on Property Adjacent to North American Lithiums Producing Mine ?;VRAI;0,999998982
908572869189287936;Jourdan Discovers Lithium Mineralization on Property Adjacent to North American Lithiums Producing Mine...;VRAI;0,999998982
907647445122854912;"RT stockpools ""OK2 Minerals Discovers Large Zones of High Grade Copper-Gold Mineralization at Kinskuch:  $OK.V";VRAI;0,99999895
907717043042099200;Fireweed Zinc Drills Wide High Grade Mineralization at Macmillan Pass Project includin...  .;VRAI;0,999998741
908269275458281473;OK2 Minerals discovers Large Zones of High Grade Copper-Gold Mineralization at Kinskuch Lake-;VRAI;0,999998609
907784250686046208;SWGoldReport: Explorer's Drilling Reveals Another Higher Grade Ore Body:  $SA $SEA.CA;VRAI;0,999998496
907647065244569600;OK2 Minerals Discovers Large Zones of High Grade Copper-Gold Mineralization at Kinskuch:  $OK.V;VRAI;0,999998053
907717609558364160;OK2 Minerals discovers Large Zones of High Grade Copper-Gold Mineralization at Kinskuch Lake, at the S...;VRAI;0,999997646
907623599929835520;OK2 Minerals discovers Large Zones of High Grade Copper-Gold Mineralization  at Kinskuch Lake, at the $OK.V;VRAI;0,999997646
908673259251548161;Alix Discovers Lithium Mineralization on Property Adjacent to North American Lithiums Producing Mine;VRAI;0,999997391
907783416195710976;Explorer's Drilling Reveals Another Higher Grade Ore Body:  $SA $SEA.CA;VRAI;0,999996762
908698548186656768;Jourdan Discovers Lithium Mineralization on Property Adjacent to North American Lithium?s Producing Mine ? Jourdan R?;VRAI;0,999996646
907699333012885505;"Glenn Jessome, ""high-grade gold-silver-base metal mineralization in the Caleigh Vein""  August 10, 2017 $OCNSF $OCN.V";VRAI;0,999995907
907715070234431488;Texas Mint, a Division of Texas Precious Metals, Announces Manufacturing and Distribution Agreement with A-Mark Pr?;FAUX;0,999994397
907734544597573633;The geophysical survey of Flowers Barrow is complete - published soon with the other Dorset hillforts in a Durotriges Project monograph :);FAUX;0,999993642
907943878275342337;"""Lots of Upside"" OK2 Minerals discovers Large Zones of High Grade Copper-Gold Mineralization BC?s Golden Triangle";VRAI;0,999992609
908784887473242112;Alix Resources : DISCOVERS LITHIUM MINERALIZATION ON PROPERTY ADJACENT TO NORTH AMERICAN LITHIUM'S PRODUCING MINE;VRAI;0,999991314
909403740943331328;Alix Discovers Lithium Mineralization on Property Adjacent to North American Lithium?s Producing Mine-;VRAI;0,999991314
908109412912439297;$GXY James Bay Drilling - Significant Mineralisation Extended;VRAI;0,999990379
908311605221322752;James Bay Drilling ? Significant Mineralisation Extended   $GXY;VRAI;0,999990379
908768710516670464;Aben Drills Into Notable Mineralization at Forrest Kerr Gold Project  $ABN;FAUX;0,999988111
908363735160549377;Explorer's drilling reveals 'Another higher grade ore body';VRAI;0,999984735
907601631151218690;OK2 Minerals discovers Large Zones of High Grade Copper-Gold Mineralization at Kinskuch Lake, at the Southern En..;VRAI;0,999978178
907726816139505670;A project to map the ocean floor is raising concerns about prospective deep-sea mining operations;FAUX;0,999974046
907619093586509825;Texas Mint, a Division of Texas Precious Metals, Announces Manufacturing and Distribution ...;FAUX;0,999967818
907936413546635264;Fireweed Drills Wide High Grade Mineralization at Macmillan Pass Project including 10.20% Zinc,...;VRAI;0,999966425
908695659850735616;Breaking Fireweed Drills Wide High Grade Mineralization at Macmillan Pass Projectÿincluding 10.20% Zinc, 6.28%...;VRAI;0,999966425
908591215796477952;Uganda: Govt Gives Oil Exploration Licence to AustralianÿCompany;VRAI;0,99996582
909305169007054849;"""Uganda: Govt Gives Oil Exploration Licence to Australian Company""";VRAI;0,99996582
908696460308467712;Uganda: Govt Gives Oil Exploration Licence to Australian Company;VRAI;0,99996582
908598685331795968;Uganda: Govt Gives Oil Exploration Licence to Australian Company:  - allafrica/tools;VRAI;0,99996582
908592505406541826;Uganda: Govt Gives Oil Exploration Licence to Australian Company: [Independent (Kampala?;VRAI;0,99996582
907612971253227520;Fireweed Drills Wide High Grade Mineralization at Macmillan Pass - 10.20%   6.28%  and 87 g/t  .. -;VRAI;0,99996184
907648494088982528;Fireweed Zinc Drills Wide High Grade Mineralization at Macmillan Pass Project including 10.20% Zinc, 6.28% Lead and?;VRAI;0,999957716
908006157264064513;Fireweed Drills Wide High Grade Mineralization at Macmillan Pass Project:10.20% Zinc, 6.28% Lead and 87.7 g/t Silver via;VRAI;0,999956
908015396720140288;Fireweed Drills Wide High Grade Mineralization at Macmillan Pass Project including 10.20% Zinc, 6.28% Lead and...;VRAI;0,99995547
909287473355862016;Fireweed Drills Wide High Grade Mineralization at Macmillan Pass Project including 10.20% Zinc, 6.28% Lead and 87...;VRAI;0,99995547
908686238806302721;discovers  mineralization on property adjacent to a producing mine  $AIX.V;VRAI;0,999943553
907610068983705600;OK2 Minerals discovers Large Zones of High Grade Copper-Gold Mineralization at Southern End of BC?s Golden Triangle;VRAI;0,999906919
908114337952419840;Galaxy Resources Limited  James Bay Drilling - Significant Mineralisation Extended;VRAI;0,99989388
908593838633082880;Govt Gives Oil Exploration Licence to;VRAI;0,999852732
908767406423715842;SWGoldReport: KLONDEX ANNOUNCES THE CONTINUATION OF HIGH-GRADE MINERALIZATION AT MIDAS:  $KLDX;VRAI;0,999832543
908164510317514752;Segue Resources ( $SEG) Significant Gold Mineralisation from First Pass Drilling;VRAI;0,999824313
908109522790531072;$SEG  Significant Gold Mineralisation from First Pass Drilling;VRAI;0,999824313
907629138034470913;Texas Mint, a Division of Texas Precious Metals, Announces Manuf;FAUX;0,999822924
907698000964804609;Orezone Announces Recent Drilling Results at Bombor‚ÿProject;VRAI;0,999816976
908775404714053633;examining the ore deposits in the Grand Canion;FAUX;0,999807116
907765338728693760;One of these hills was rich with precious metals mineralization, but what about the others?;FAUX;0,999790184
907695802818203648;Orezone Announces Recent Drilling Results at Bombor‚ Project $ORE;VRAI;0,999776934
908588048220397568;Uganda: Govt Issues Oil Exploration License to Australian Company;VRAI;0,999758172
908594517657264128;Uganda: Govt Gives Oil Exploration;VRAI;0,999717031
908399198231519232;Govt Awards Oil Exploration Deal to AustralianÿCompany;VRAI;0,999655361
908387249632489473;Govt Awards Oil Exploration Deal to Australian Company ? ChimpReports;VRAI;0,999655361
908586574958481408;Govt Issues Oil Exploration License to Australian Company:;VRAI;0,999655361
908586754785071105;"""Govt Issues Oil Exploration License to Australian Company:";VRAI;0,999655361
908972084155551744;Govt Awards Oil Exploration Deal to Australian Company ? ChimpReports;VRAI;0,999655361
908111466519158785;Galaxy Resources $GXY reports that drilling indicates significant mineralisation extension at its James Bay lithium project in Canada;VRAI;0,999654091
909776881960005632;Margaret Lake Diamonds Inc. Announces Receipt of Ground Geophysical Survey Results from the Margaret Lake Property;VRAI;0,999653319
908560540624023552;India: Odisha Govt Temporarily Suspends Iron Ore Dispatches from SerajuddinÿMines;FAUX;0,99956878
908798892308918273;RNC Minerals Announces Strong Gold Results From Exploration Drilling  $RNX;VRAI;0,999524264
908687256843669504;Tri Origin Exploration Identifies Gold Zones at Sky Lake Property;VRAI;0,999520158
909069630131421184;Uganda: Govt Gives Oil Exploration Licence to Australian Company: [Independent (Kampala)] Uganda has handed over?;VRAI;0,999493907
908135804819476482;Limited James Bay Drilling - Significant Mineralisation Extended. Read more:  $GXY;VRAI;0,999453998
908060292487237633;$KDX Klondex Announces the Continuation of High-Grade Mineralization at Midas;VRAI;0,999423052
908749413593620482;Klondex Announces the Continuation of High-Grade Mineralization at Midas-;VRAI;0,999423052
908069856905498625;Klondex Announces The Continuation Of High-Grade Mineralization At Midas   $KLNDF;VRAI;0,999423052
908767307375226882;KLONDEX ANNOUNCES THE CONTINUATION OF HIGH-GRADE MINERALIZATION AT MIDAS:  $KLDX;VRAI;0,999423052
907694080393707527;$LRTNF, $PGM.CA Pure Gold Files Mineral Resource Estimate Technical Report on SEDAR... -;FAUX;0,999201433
908748024364589057;Idiot. Cutting services. .allowing oil drilling???Despicable;FAUX;0,999052975
907693563605123074;Pure Gold Files Mineral Resource Estimate Technical Report on SEDAR;FAUX;0,998986045
907711196626911238;(Pure Gold Files Mineral Resource Estimate Technical Report on SEDAR);FAUX;0,998986045
907695362105802752;$PGM Pure Gold Files Mineral Resource Estimate Technical Report on SEDAR;FAUX;0,998986045
909097380997242880;Uganda: Govt issues oil exploration license to Australia?s ArmourÿEnergy;VRAI;0,998910867
909764484557824000;Margaret Lake Diamonds Inc. Announces Receipt of Ground Geophysical Survey Results from the Margaret?;VRAI;0,998898692
909248951831769088;Agnico Eagle: Exploration Means Potential To Upgrade Reserves;FAUX;0,998881481
907746055667695616;Complete Directional Drilling Company;FAUX;0,998795861
909680121539375105;Uganda awards Nigerian, Australian firms oil exploration licences;FAUX;0,998751278
907915975370199041;Resource (TSX-V: ABN) up 51% on discovery of mineralization at its Forrest Kerr Project;VRAI;0,998716621
908693214680555521;Australian Vanadium doubles mineral resource:;FAUX;0,99862421
907722547533434883;"RT INN_Gold ""Atico Mining Discovers New Massive Sulfide and Provides Exploration Update  #?";VRAI;0,998618934
908320938940346368;Retweeted Uganda Oil Journal ( : s  Grants Oil Exploration Licence to...;FAUX;0,998611884
908334063743893504;Liberty One Lithium Reports Positive Geophysical Survey Results Exceed Expectations in Argentina  via;VRAI;0,998597302
908290891269459968;Uganda issues oil exploration license to Australian firm, Armour Energuly Ltd;VRAI;0,998586138
908878815505539072;Uganda issues oil exploration license to Australian ArmourÿEnergy;VRAI;0,998586138
908631797960970240;Uganda issues oil exploration license to Australian firm;VRAI;0,998586138
909160568828907520;Oil exploration company halts drilling near Gasp‚, announces talks with First Nations;VRAI;0,998529309
908651389852749829;Mexican Gold Files Technical Report for Las Minas Project Mineral ResourceÿEstimate;FAUX;0,998433744
908744883053068288;MEXICAN GOLD FILES TECHNICAL REPORT FOR LAS MINAS PROJECT MINERAL RESOURCEÿESTIMATE;FAUX;0,998433744
908798502318350336;Mexican Gold Files Technical Report for Las Minas Project Mineral Resource Estimate...;FAUX;0,998433744
909244018432888832;Breaking Mexican Gold Files Technical Report for Las Minas Project Mineral Resource Estimate;FAUX;0,998433744
907617512245796864;TSX Penny Stocks - Aben Drilling Encounters Mineralization at Forrest Kerr  via;VRAI;0,998363138
908476902784028677;Govt issues oil exploration license to Australians ArmourÿEnergy;VRAI;0,998324201
908339576498016256;Govt issues oil exploration license to Australians Armour Energy - Independent...;VRAI;0,998324201
907915722633785344;announces first sub?licence agreement for the application of the  Process technology   $NMT;FAUX;0,998323509
908653540280639489;Govt Sensitises Karamoja Ahead of Oil Exploration;VRAI;0,998283236
907693311032512518;Pure Gold Mining : Files Mineral Resource Estimate Technical Report on SEDAR;FAUX;0,998277678
909768072025718786;$TMQ: Trilogy Metals announces initial high-grade copper results from this summer's exploration diamond drilling...;VRAI;0,998271213
908300747942580224;"RT INN_Gold "".CAYgoldNunavut is focused on advancing exploration at its 100-percent owned Kiyuk Lake  property ?";VRAI;0,998236044
907895531229339648;update: Rumble Resources Ltd: Base metal trends identified at Braeside high grade zinc lead project;VRAI;0,998203966
908013881045536768;BlackBerry, Timex enter patent licence agreement - Telecompaper (subscription);FAUX;0,998186874
908228087220985856;Potential of social licence?;FAUX;0,998171509
909267701025132544;New post: James Bond memorabilia auction gives fans licence to spend;FAUX;0,998114709
909223259140497409;"New post: ""James Bond memorabilia auction gives fans licence to spend""";FAUX;0,998114709
908408389826465792;Govt Awards Oil Exploration Deal to Australian Company -  via;VRAI;0,998061227
907902950441459712;® Oil exploration in   faces sea of opposition ¯;FAUX;0,99804904
909842614404501504;Global Oil Exploration Hotspots (pls RT???);FAUX;0,997956408
909334691307716608;Brixton Metals discovers gold-silver mineralization at Chivas Zone   ?;VRAI;0,997876104
907648580885864448;Minfocus Exploration Announces Encouraging Results from Initial Field Program at Peregrine Zinc Property in SE Bri?;VRAI;0,997797883
908616599212560384;Japan?s Inpex to buy stake in Barents Seaÿlicence;FAUX;0,997768168
908129475203698688;VIE GEOPHYSICIST (North Sea Exploration) (M/F) - UK Geoscience ABERDEEN(GBR);FAUX;0,997618334
909761894055124993;"CAY Update ... ""Cache Exploration drills visible gold at Kiyuk Lake"" ...";VRAI;0,997502577
909744738370310144;Inadequate monitoring of licence conditions results in blatant breaches;FAUX;0,997464949
908617238575534083;Ufc's Mcgregor Issued Boxing Licence (pls RT???);FAUX;0,997419457
909717553932627968;Disgraceful RT   Deportation threats, driving licence revoked, child benefit (cont);FAUX;0,997419457
908296110392967168;gives nothing away on pending  licence decision;FAUX;0,997355138
907652815174107136;New post: New physicals premiums report: the only all-in-one report for global base metal premiums;FAUX;0,997349343
908748244611588097;Orex Announces Joint Venture Property Sandra Escobar is Subject ofÿLawsuit;FAUX;0,997232849
909794216490004480;Cache Exploration Drilling Intersects Two Additional Visible Gold Zones at Kiyuk Lake;VRAI;0,997186853
908244642017284096;s  Grants Oil Exploration Licence to Australia's Armour Energy in First Competitive Round;VRAI;0,997177983
908293165425332226;Australian company starts  exploration in North;VRAI;0,997087653
909416463722786816;James Bond, licence to till!;FAUX;0,997026249
908670521482637312;Lesotho grants SA company medicinal marijuana growers licence;FAUX;0,997011431
908688270460116992;Newsletter: Lesotho grants SA company medicinal marijuana grower?s licence -;FAUX;0,997011431
908687314171289601;Lesotho grants SA company medicinal marijuana grower?s licence;FAUX;0,997011431
907830507039227905;These colonies share similar geography with a mix of high, ore-rich mountains and large plains for farming.;FAUX;0,996941481
908587537966551040;: Uganda: Govt Issues Oil Exploration License to Australian Company  September 15, 2017 at 12:29PM [Indep?;VRAI;0,996806202
909532893310984192;(Horizontal directional drilling machine) Copenha ... -;FAUX;0,996693857
909634279453237249;China offers:  -HSS Deburring Chisel 90 Degree Drilling / Chamfering / Cutting Tools Set (...;FAUX;0,996693857
909757413774917633;Concrete Cutting/Drilling Lead Operator (1 Position);FAUX;0,996693857
907741126874058757;DIRECTIONAL DRILLING ENGINEER;FAUX;0,996693857
908478242398642177;Tweet Longer a Post: Archeage - Exploration Guide - Lilyut Cartographer (?RT?);FAUX;0,996688329
908704025532657665;Alderon $Iron Ore announces AGM Results;FAUX;0,996664222
908444319106850816;. Drills Wide High-Grade Mineralization including 10.20%  6.28%  & 87.7 g/t  in Yukon;VRAI;0,996606606
909801777666572289;Manufacturing Operative - Devro  Driving licence is essential;FAUX;0,996557845
908439391709876224;RT   Obtaining a fishing licence in UAE =>;FAUX;0,996453882
908457192868769793;abcnews: RT abcnewsMelb: Anti-vaccination GP's licence suspending following raid in Melbourne;FAUX;0,996453882
908914106295554048;Avino Announces Remaining Results From the Extended 22-Hole Exploration D. [;FAUX;0,996319411
909561898047176709;Akeredolu demands licence for Deep Sea Port, inaugurates Council of Obas;FAUX;0,996222334
907786122734051328;"RT proactive_au "" Lithium Australia NL and Poseidon Nickel teams up for lithium exploration in Lake John?";VRAI;0,996194116
908967671437328384;Govt Secures N30 Billion for Exploration of New Minerals -;FAUX;0,996163024
908236221004046337;Woolrich Men?s Exploration Heritage Eco Rich Packable Jacket, Asphalt, ExtraÿLarge;FAUX;0,996016313
907892520855764992;Tweet Longer a Post: Crunchy, Crispy, Cutting Sounds..asmr [intentional] (?RT?);FAUX;0,99585927
908060410833764352;Klondex Announces the Continuation of High-Grade Mineralization at Midas by;VRAI;0,995826866
907656937277460480;Cornish Lithium Ltd | Lithium exploration within Cornwall, UK;VRAI;0,995736508
908295227521339392;Govt Owned Telecoms Firm Applies for Broadcasting Licence,;FAUX;0,995727234
909768093974614017;Camino Extends High Grade Mineralization at Adriana and Katty Zones  $COR.V $CAMZF;VRAI;0,995443165
909215247830880256;James Bond memorabilia auction gives fans licence to spend;FAUX;0,995407877
909223286697025536;"""James Bond memorabilia auction gives fans licence to spend""";FAUX;0,995407877
909242902592843776;"BBC: ""James Bond memorabilia auction gives fans licence to spend""";FAUX;0,995407877
909224184479395841;James Bond memorabilia auction gives fans licence to spend  | BBC;FAUX;0,995407877
909234816868081664;Qui Radio Londra: James Bond memorabilia auction gives fans licence to spend;FAUX;0,995407877
909374309994520577;"""James Bond memorabilia auction gives fans licence to spend";FAUX;0,995407877
909216372684554240;James Bond memorabilia auction gives fans licence to spend  ^BBC;FAUX;0,995407877
909215957758988289;James Bond memorabilia auction gives fans licence to spend;FAUX;0,995407877
909224262355046400;"BBC: ""James Bond memorabilia auction gives fans licence to spend""";FAUX;0,995407877
909234181884059650;James Bond memorabilia auction gives fans licence to spend;FAUX;0,995407877
909324114858569728;James Bond memorabilia auction gives fans licence to spend: A private collector?;FAUX;0,995407877
909498566992973825;James  memorabilia auction gives fans licence to spend;FAUX;0,995407877
909737646469074949;A pleasure to pass my Track Coach licence with these boys;FAUX;0,995383031
907620629867790336;"RT StockBotWire ""$ATCMF Atico Mining Discovers New Massive Sulfide and Provides Exploration Update...";VRAI;0,995041569
907608288694558721;Globex Acquires a Large Silver Exploration Licence in Saxony, Germany;VRAI;0,994997525
907634900118986752;(Globex Acquires a Large Silver Exploration Licence in Saxony, Germany);FAUX;0,994997525
908714103346167808;Storeman/ Forklift Driver Storeman/ Forklift Driver with a current Counterbalance licence required for o...;FAUX;0,994950703
908933396709167105;Success! Sunvest Minerals exploration yields high copper values and gold and silver grades;VRAI;0,99494771
908748641770328071;Potential post off licence euphoria leading to extreme satisfaction....;FAUX;0,994854388
909104196988887040;bt y did u seek licence behind another company?????;FAUX;0,994706888
907702471421779970;ALTA explores for new deposits of precious minerals on the early stage exploration properties that r believed to have significant potential;FAUX;0,994691298
908186263613693952;Natures knife cutting across high mighty rock hills!Artists?;FAUX;0,994629003
909797186279374848;China rejects oil sanctions on North Korea;FAUX;0,994596436
908168359782633472;Neometals enters first sub-licence agreement for the Neomet Process technology;FAUX;0,994444563
908683593697783808;Govt to Soon Link Aadhaar With Driving Licence;FAUX;0,99444413
907863284598091776;"Highlight from $PRG.V news May 17th: ""ongoing process of delineating & prioritizing prospective zones for future exploration drilling""";VRAI;0,994436389
908385658695245824;Precise Boring of Ohio - Directional Drilling Project photo posted;FAUX;0,994298263
908375093520236545;Patterson-UTI adds directional drilling to expand unconventionals;FAUX;0,994270929
908686213837705216;Reliant Gold Completes Summer 2017 Exploration Program at East Bay Property;VRAI;0,993849174
908004682253131776;Brushless Lithium-Ion Strimmer Cutting Swath Variable Speed Trim Edge Function :;FAUX;0,993762373
908707919310532608;BigUp to Lestho government? RT: Lesotho grants SA company medicinal marijuana grower's licence  via;FAUX;0,993759166
908336739168739329;Uganda issues oil exploration license to Australians ArmourÿEnergy;VRAI;0,993744068
908345196764594177;Uganda issues Kanywataba  exploration license to Australian firm;VRAI;0,993744068
908699190305394688;Congrats Millennial Lithium $ML on upsized $10M placement. Following in $LAC $GXY $ORE footsteps in Argentina?!;FAUX;0,993713678
907602790230511616;Uganda Offers Oil & Gas Exploration License To Australian Firm;VRAI;0,993685932
908455619283312642;Uganda Signs Oil Exploration Deal With Australia's Armour Energy;VRAI;0,993671869
908279209436565505;Uganda signs oil exploration deal with Australia's Firm Armour Energy;VRAI;0,993671869
908309138568073216;Uganda signs oil exploration deal with Australia's Armour Energy - Reuters...;VRAI;0,993671869
908400705949630464;UPDATE 1-Uganda signs oil exploration deal with Australia's Armour Energy;VRAI;0,993671869
908366695554842624;The Texas Chainsaw Cutting Competition;FAUX;0,993579331
908826152852246528;100% Pure Food Grade Mineral Oil USP, 1 Gallon, NSF Approved, Butcher Block and Cutting Board Oil..;FAUX;0,993571884
909734501189865472;Cardinal?s Namdini Mineral Resource Update $CDV;FAUX;0,993446259
909180136414625792;Mineral resource;FAUX;0,993446259
909809246774145025;Breaking Cardinal?s Namdini Mineral Resource Update;FAUX;0,993446259
908696570043957248;Influence capitalize glass-cutting resource charge a postpaid provision.;FAUX;0,993446259
908026257404596224;Current mood: Hugh Jackman cutting onions;FAUX;0,993446259
908202527702650880;Accelerated Book Marketing - Cutting-edge Book Marketing Resource   -  ?;FAUX;0,993446259
909736485368270850;Cardinal?s Namdini Mineral ResourceÿUpdate;FAUX;0,993446259
908628763201679360;Aadhaar, Driving Licence To Be Linked Soon: Ravi Shankar Prasad (pls RT???);FAUX;0,993158136
907693074926710784;Note the location first results from the Caleigh Vein in C01-6775, nearby Hole ET-17-144.  An area of rich mineralization.;VRAI;0,993109584
909751142413938691;Exploration success at Chilton Cobalt. New large zones identified. Cobalt copper nickel chromium.   Look at the map!;VRAI;0,992740741
909061430351138817;RT NDTVProfit: Soon, Driving Licence To Be Linked With Aadhaar. Other Related Deadlines;FAUX;0,992460163
909741551944904704;Balmoral Announces Discovery of New, Broad, Shallow Zone of Gold Mineralization Along Bug Gold Trend   ;VRAI;0.9924537921066373
909755135076847616;Breaking Balmoral Announces Discovery of New, Broad, Shallow Zone of Gold Mineralization Along Bug Gold Trend  ;VRAI;0.9924537921066373
908713680220643329;"RT IndianExpress ""Centre to soon link Aadhaar card with driving licence: Ravi Shankar Prasad";FAUX;0.9923776107386133
908307202552758273;Galileo Exploration Ltd.ÿAcquires Option to Purchase 100% of The Signal Gold Property, Eureka District $GXL  ;VRAI;0.9920122767004163
908451679443591168;"RT INN_Gold ""Project developer ElyGoldNevada targets highly prospective precious metals properties mainly in Nevada ?";VRAI;0.9919890978848805
909067631730323456; Another drunken HGV driver without a licence?;FAUX;0.991574812652017
909127753324273665;Breaking Crystal Exploration Announces Private Placement  ;FAUX;0.9915409965787156
908681607644508161;Crystal Exploration Announces PrivateÿPlacement  ;FAUX;0.9915409965787156
908683203749269506;Teen Cutting In Patient Treatment Texas  ;FAUX;0.9914927256674748
